Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg);Lane change
0;290290;0.2305410474273043;2.470270523713652;0.805774832789299;1.3467327659844408;0
0;300300;0.23106312744386537;2.470531563721933;0.8816191179694552;1.2916231157167153;0
0;310310;0.2315852074604264;2.4707926037302133;0.9574634031496113;1.2365134654489898;0
0;320320;0.23210728747698745;2.471053643738494;1.0333076883297676;1.1814038151812645;0
0;330330;0.23262936749354848;2.4713146837467743;1.1091519735099238;1.126294164913539;0
0;340340;0.23315144751010952;2.471575723755055;1.1849962586900797;1.0711845146458137;0
0;350350;0.23367352752667056;2.4718367637633354;1.2608405438702361;1.016074864378088;0
0;360360;0.2341956075432316;2.472097803771616;1.3366848290503923;0.9609652141103626;0
0;370370;0.23471768755979264;2.4723588437798965;1.4125291142305483;0.9058555638426372;0
0;380380;0.23556115422509674;2.472718226643093;1.5241030655482026;0.8635742542859488;0
0;390390;0.23678303506314483;2.4731934025245566;1.677746630232558;0.8363975732408394;0
0;400400;0.2380049159011929;2.4736685784060195;1.831390194916914;0.8092208921957299;1
0;410410;0.239226796739241;2.4741437542874825;1.9850337596012695;0.7820442111506205;1
0;420420;0.24044867757728908;2.474618930168946;2.138677324285625;0.7548675301055111;1
0;430430;0.24167055841533716;2.475094106050409;2.292320888969981;0.7276908490604016;1
0;440440;0.24289243925338524;2.475569281931872;2.4459644536543363;0.7005141680152922;1
0;450450;0.24422964929362917;2.4760820176048677;2.6003598235734797;0.6741718297648738;1
0;460460;0.24668419659007204;2.4769586416393112;2.7620388647765703;0.6559128066783484;1
0;470470;0.2491387438865149;2.4778352656737552;2.92371790597966;0.6376537835918231;1
0;480480;0.25159329118295776;2.4787118897081992;3.0853969471827503;0.6193947605052978;1
0;490490;0.25404783847940066;2.4795885137426428;3.2470759883858404;0.6011357374187726;1
0;500500;0.2565023857758435;2.4804651377770868;3.408755029588931;0.5828767143322472;1
0;510510;0.2589569330722864;2.4813417618115308;3.570434070792021;0.5646176912457219;1
0;520520;0.26141148036872924;2.4822183858459748;3.732113111995111;0.5463586681591966;1
0;530530;0.26386602766517214;2.4830950098804183;3.8937921531982007;0.5280996450726714;1
0;540540;0.266320574961615;2.4839716339148623;4.0554711944012904;0.5098406219861461;1
0;550550;0.2687751222580579;2.4848482579493063;4.2171502356043815;0.4915815988996208;1
0;560560;0.27122966955450073;2.48572488198375;4.378829276807472;0.4733225758130955;1
0;570570;0.2746043969605691;2.4865661732522972;4.577065242231419;0.4624000043424327;1
0;580580;0.27839999817121336;2.4873913039502638;4.792021686200253;0.4548329936705264;1
0;590590;0.2821955993818576;2.48821643464823;5.006978130169087;0.44726598299862;1
0;600600;0.2859912005925019;2.489041565346196;5.221934574137922;0.4396989723267136;1
0;610610;0.28978680180314614;2.489866696044162;5.436891018106756;0.4321319616548073;1
0;620620;0.29358240301379035;2.490691826742128;5.651847462075589;0.4245649509829009;1
0;630630;0.2973780042244346;2.491516957440094;5.8668039060444235;0.4169979403109946;1
0;640640;0.3011736054350789;2.4923420881380607;6.0817603500132575;0.4094309296390882;1
0;650650;0.3049692066457231;2.4931672188360268;6.296716793982092;0.4018639189671819;1
0;660660;0.30876480785636734;2.493992349533993;6.511673237950927;0.3942969082952755;1
0;670670;0.3125604090670116;2.494817480231959;6.726629681919761;0.3867298976233691;1
0;680680;0.31635601027765586;2.495642610929925;6.941586125888594;0.3791628869514628;1
0;690690;0.32130588895004725;2.4965509814916746;7.190871492971861;0.2808901375321097;1
0;700700;0.3271377206581817;2.4975229534430303;7.466386686901729;0.11331151989755694;1
0;710710;0.3329695523663162;2.498494925394386;7.7419018808316;-0.054267097736996915;1
0;720720;0.33880138407445065;2.4994668973457417;8.017417074761468;-0.22184571537154965;1
0;730730;0.3446332157825851;2.5004388692970974;8.292932268691336;-0.3894243330061024;1
0;740740;0.35046504749071955;2.5014108412484535;8.568447462621204;-0.5570029506406552;1
0;750750;0.356296879198854;2.502382813199809;8.843962656551074;-0.7245815682752079;1
0;760760;0.36212871090698845;2.503354785151165;9.119477850480942;-0.8921601859097607;1
0;770770;0.36796054261512295;2.5043267571025205;9.394993044410812;-1.0597388035443145;1
0;780780;0.3737923743232574;2.505298729053876;9.67050823834068;-1.2273174211788673;1
0;790790;0.37962420603139185;2.506270701005232;9.94602343227055;-1.39489603881342;1
0;800800;0.3854560377395263;2.5072426729565875;10.22153862620042;-1.562474656447974;1
0;810810;0.39215792258727233;2.5082476304608345;10.500768795761891;-1.6855662216108385;1
0;820820;0.40192959734127215;2.5093689701867032;10.793106434484338;-1.6516950698785713;1
0;830830;0.41170127209527196;2.510490309912572;11.085444073206785;-1.617823918146304;1
0;840840;0.4214729468492717;2.511611649638441;11.377781711929233;-1.583952766414037;1
0;850850;0.43124462160327154;2.5127329893643098;11.67011935065168;-1.5500816146817697;1
0;860860;0.44101629635727135;2.5138543290901785;11.962456989374127;-1.5162104629495026;1
0;870870;0.45078797111127117;2.5149756688160476;12.254794628096574;-1.4823393112172354;1
0;880880;0.460559645865271;2.5160970085419163;12.547132266819023;-1.4484681594849682;1
0;890890;0.4703313206192708;2.517218348267785;12.83946990554147;-1.414597007752701;1
0;900900;0.4801029953732707;2.5183396879936537;13.131807544263921;-1.3807258560204334;1
0;910910;0.48987467012727054;2.519461027719523;13.424145182986368;-1.3468547042881662;1
0;920920;0.4996463448812703;2.5205823674453915;13.716482821708816;-1.312983552555899;1
0;930930;0.5094180196352701;2.5217037071712602;14.008820460431263;-1.2791124008236319;1
0;940940;0.5214863946375361;2.5228737468745095;14.315617951451706;-1.2662354643303204;1
0;950950;0.5343795661643307;2.524061275830925;14.627608299454504;-1.2608980209760772;1
0;960960;0.5472727376911254;2.5252488047873403;14.939598647457304;-1.255560577621834;1
0;970970;0.5601659092179201;2.5264363337437556;15.251588995460102;-1.2502231342675907;1
0;980980;0.5730590807447148;2.527623862700171;15.5635793434629;-1.2448856909133472;1
0;990990;0.5859522522715094;2.5288113916565864;15.875569691465698;-1.239548247559104;1
1;1001;0.5988454237983042;2.529998920613002;16.1875600394685;-1.2342108042048605;1
1;11011;0.6117385953250989;2.5311864495694167;16.4995503874713;-1.2288733608506173;1
1;21021;0.6246317668518936;2.532373978525832;16.811540735474097;-1.223535917496374;1
1;31031;0.6375249383786882;2.5335615074822475;17.123531083476895;-1.2181984741421308;1
1;41041;0.6504181099054829;2.534749036438663;17.435521431479692;-1.2128610307878873;1
1;51051;0.6633112814322776;2.5359365653950783;17.74751177948249;-1.207523587433644;1
1;61061;0.679817747663319;2.536790887383166;18.01697292984763;-1.1736061176220576;1
1;71071;0.6965281184168994;2.537626405920845;18.284034083409825;-1.13807582706765;1
1;81081;0.7132384891704798;2.538461924458524;18.551095236972024;-1.1025455365132426;1
1;91091;0.7299488599240601;2.5392974429962027;18.81815639053422;-1.0670152459588351;1
1;101101;0.7466592306776405;2.540132961533882;19.08521754409642;-1.0314849554044279;1
1;111111;0.7633696014312211;2.540968480071561;19.35227869765862;-0.9959546648500199;1
1;121121;0.7800799721848015;2.54180399860924;19.61933985122082;-0.9604243742956124;1
1;131131;0.7967903429383819;2.542639517146919;19.886401004783014;-0.9248940837412051;1
1;141141;0.8135007136919623;2.543475035684598;20.15346215834521;-0.8893637931867977;1
1;151151;0.8302110844455427;2.544310554222277;20.42052331190741;-0.8538335026323902;1
1;161161;0.846921455199123;2.545146072759956;20.687584465469605;-0.8183032120779828;1
1;171171;0.8636318259527034;2.545981591297635;20.954645619031805;-0.7827729215235754;1
1;181181;0.8799173973761939;2.5469646907500723;21.15123244262963;-0.7734598215653168;1
1;191191;0.8961933984774407;2.547951115059239;21.34623154703891;-0.7647373698132947;1
1;201201;0.9124693995786874;2.548937539368405;21.541230651448195;-0.7560149180612726;1
1;211211;0.9287454006799343;2.5499239636775717;21.73622975585748;-0.7472924663092506;1
1;221221;0.9450214017811813;2.5509103879867383;21.931228860266764;-0.7385700145572284;1
1;231231;0.9612974028824282;2.551896812295905;22.126227964676048;-0.7298475628052064;1
1;241241;0.977573403983675;2.552883236605071;22.32122706908533;-0.7211251110531843;1
1;251251;0.9938494050849217;2.5538696609142377;22.516226173494612;-0.7124026593011623;1
1;261261;1.0101254061861686;2.5548560852234043;22.711225277903896;-0.7036802075491402;1
1;271271;1.0264014072874155;2.555842509532571;22.90622438231318;-0.6949577557971182;1
1;281281;1.042677408388662;2.556828933841737;23.10122348672246;-0.6862353040450961;1
1;291291;1.058953409489909;2.5578153581509038;23.296222591131745;-0.677512852293074;1
1;301301;1.075691120613121;2.558658226952554;23.393428895659113;-0.6736262796567736;1
1;311311;1.092535158572411;2.559468036469828;23.468114573585424;-0.6708533578003312;1
1;321321;1.109379196531701;2.5602778459871014;23.542800251511736;-0.6680804359438888;1
1;331331;1.1262232344909913;2.561087655504375;23.617485929438047;-0.6653075140874464;1
1;341341;1.1430672724502813;2.5618974650216484;23.69217160736436;-0.6625345922310041;1
1;351351;1.1599113104095713;2.562707274538922;23.766857285290673;-0.6597616703745617;1
1;361361;1.1767553483688613;2.5635170840561954;23.841542963216984;-0.6569887485181194;1
1;371371;1.1935993863281513;2.564326893573469;23.916228641143295;-0.654215826661677;1
1;381381;1.2104434242874413;2.5651367030907424;23.990914319069606;-0.6514429048052346;1
1;391391;1.2272874622467314;2.565946512608016;24.065599996995918;-0.6486699829487923;1
1;401401;1.2441315002060216;2.5667563221252894;24.14028567492223;-0.6458970610923499;1
1;411411;1.2609755381653114;2.5675661316425633;24.214971352848544;-0.6431241392359075;1
1;421421;1.2766491612226392;2.56815285428098;24.24667196181116;-0.6450482365102168;1
1;431431;1.2909720250514356;2.568482115518424;24.228764112700983;-0.6523930969060605;1
1;441441;1.305294888880232;2.5688113767558676;24.21085626359081;-0.6597379573019041;1
1;451451;1.3196177527090285;2.569140637993311;24.192948414480632;-0.6670828176977478;1
1;461461;1.333940616537825;2.5694698992307545;24.175040565370455;-0.6744276780935915;1
1;471471;1.3482634803666214;2.5697991604681985;24.15713271626028;-0.6817725384894351;1
1;481481;1.3625863441954178;2.570128421705642;24.139224867150105;-0.6891173988852788;1
1;491491;1.3769092080242142;2.5704576829430854;24.121317018039928;-0.6964622592811225;1
1;501501;1.3912320718530107;2.570786944180529;24.10340916892975;-0.7038071196769662;1
1;511511;1.4055549356818071;2.571116205417973;24.085501319819574;-0.7111519800728098;1
1;521521;1.4198777995106036;2.5714454666554163;24.0675934707094;-0.7184968404686535;1
1;531531;1.4342006633394;2.5717747278928598;24.049685621599224;-0.7258417008644972;1
1;541541;1.4477478754234803;2.572;23.995557200231204;-0.7336757803771756;1
1;551551;1.4596147897453866;2.572;23.862963994990626;-0.7425696573992779;1
1;561561;1.4714817040672927;2.572;23.730370789750044;-0.7514635344213804;1
1;571571;1.4833486183891988;2.572;23.597777584509462;-0.7603574114434827;1
1;581581;1.495215532711105;2.572;23.465184379268884;-0.769251288465585;1
1;591591;1.5070824470330115;2.572;23.3325911740283;-0.7781451654876876;1
1;601601;1.5189493613549176;2.572;23.19999796878772;-0.78703904250979;1
1;611611;1.5308162756768238;2.572;23.067404763547138;-0.7959329195318923;1
1;621621;1.5426831899987299;2.572;22.934811558306556;-0.8048267965539947;1
1;631631;1.5545501043206362;2.572;22.802218353065978;-0.813720673576097;1
1;641641;1.5664170186425423;2.572;22.669625147825396;-0.8226145505981993;1
1;651651;1.5782839329644485;2.572;22.537031942584818;-0.8315084276203017;1
1;661661;1.5894135646794578;2.5719398483115126;22.3923776007935;-0.8425427616448531;1
1;671671;1.5972126543898335;2.571607972153624;22.19323923682387;-0.8632462264600702;1
1;681681;1.6050117441002092;2.571276095995736;21.99410087285424;-0.8839496912752874;1
1;691691;1.6128108338105849;2.5709442198378474;21.794962508884613;-0.9046531560905046;1
1;701701;1.6206099235209606;2.5706123436799593;21.59582414491498;-0.9253566209057217;1
1;711711;1.628409013231336;2.5702804675220707;21.396685780945354;-0.9460600857209389;1
1;721721;1.6362081029417117;2.5699485913641826;21.197547416975723;-0.966763550536156;1
1;731731;1.6440071926520874;2.569616715206294;20.998409053006096;-0.9874670153513732;1
1;741741;1.651806282362463;2.569284839048406;20.799270689036465;-1.0081704801665903;1
1;751751;1.6596053720728388;2.5689529628905174;20.600132325066838;-1.0288739449818074;1
1;761761;1.6674044617832144;2.5686210867326293;20.400993961097207;-1.0495774097970245;1
1;771771;1.6752035514935901;2.568289210574741;20.20185559712758;-1.0702808746122419;1
1;781781;1.6829895255742753;2.567913954297889;19.997174528730877;-1.0885687520040785;1
1;791791;1.6906865947690772;2.567244643933124;19.754921989028357;-1.0904824613776882;1
1;801801;1.6983836639638792;2.5665753335683585;19.512669449325827;-1.0923961707512977;1
1;811811;1.706080733158681;2.565906023203593;19.270416909623307;-1.0943098801249072;1
1;821821;1.7137778023534826;2.5652367128388276;19.028164369920784;-1.0962235894985166;1
1;831831;1.7214748715482844;2.5645674024740623;18.785911830218264;-1.098137298872126;1
1;841841;1.7291719407430863;2.563898092109297;18.54365929051574;-1.1000510082457355;1
1;851851;1.736869009937888;2.5632287817445314;18.30140675081322;-1.1019647176193452;1
1;861861;1.7445660791326898;2.562559471379766;18.059154211110698;-1.1038784269929547;1
1;871871;1.7522631483274915;2.561890161015001;17.816901671408175;-1.1057921363665641;1
1;881881;1.7599602175222935;2.561220850650235;17.574649131705655;-1.1077058457401736;1
1;891891;1.7676572867170952;2.56055154028547;17.332396592003132;-1.109619555113783;1
1;901901;1.7749022949198974;2.5598590164187662;17.091815415661795;-1.1154211160973844;1
1;911911;1.7800302131957073;2.5590577791881706;16.859061560409707;-1.1394302455879373;1
1;921921;1.7851581314715175;2.5582565419575753;16.626307705157615;-1.16343937507849;1
1;931931;1.7902860497473274;2.55745530472698;16.393553849905526;-1.1874485045690428;1
1;941941;1.7954139680231374;2.556654067496385;16.160799994653438;-1.2114576340595955;1
1;951951;1.8005418862989475;2.5558528302657892;15.928046139401348;-1.2354667635501482;1
1;961961;1.8056698045747575;2.555051593035194;15.695292284149257;-1.259475893040701;1
1;971971;1.8107977228505676;2.554250355804599;15.462538428897167;-1.2834850225312537;1
1;981981;1.8159256411263776;2.5534491185740036;15.229784573645079;-1.3074941520218066;1
1;991991;1.8210535594021875;2.552647881343408;14.997030718392988;-1.3315032815123593;1
2;2002;1.8261814776779977;2.5518466441128127;14.764276863140898;-1.355512411002912;1
2;12012;1.8313093959538076;2.5510454068822175;14.531523007888808;-1.3795215404934649;1
2;22022;1.8364373142296178;2.5502441696516223;14.298769152636712;-1.4035306699840182;1
2;32032;1.8407430362213444;2.549428534120553;14.07500735554318;-1.4457429558728627;1
2;42042;1.844688379350923;2.5486065876352244;13.855186889431408;-1.4959339117183927;1
2;52052;1.8486337224805018;2.5477846411498954;13.635366423319638;-1.5461248675639225;1
2;62062;1.8525790656100805;2.5469626946645665;13.415545957207867;-1.5963158234094526;1
2;72072;1.856524408739659;2.5461407481792375;13.195725491096095;-1.6465067792549823;1
2;82082;1.860469751869238;2.5453188016939086;12.975905024984325;-1.6966977351005124;1
2;92092;1.8644150949988165;2.5444968552085796;12.756084558872553;-1.7468886909460422;1
2;102102;1.8683604381283954;2.543674908723251;12.536264092760781;-1.7970796467915722;1
2;112112;1.872305781257974;2.542852962237922;12.316443626649011;-1.847270602637102;1
2;122122;1.8762511243875528;2.542031015752593;12.09662316053724;-1.897461558482632;1
2;132132;1.8801964675171314;2.541209069267264;11.876802694425468;-1.9476525143281618;1
2;142142;1.88414181064671;2.5403871227819352;11.656982228313698;-1.9978434701736916;1
2;152152;1.8879704612789527;2.5395521678911472;11.46346812241076;-2.0341426069514976;1
2;162162;1.8916952207850972;2.5387056316397505;11.293374522950222;-2.05807388153212;1
2;172172;1.8954199802912415;2.537859095388354;11.123280923489686;-2.082005156112743;1
2;182182;1.899144739797386;2.537012559136958;10.953187324029148;-2.1059364306933652;1
2;192192;1.9028694993035302;2.536166022885561;10.783093724568612;-2.1298677052739876;1
2;202202;1.9065942588096747;2.535319486634165;10.613000125108076;-2.1537989798546104;1
2;212212;1.910319018315819;2.534472950382768;10.442906525647539;-2.177730254435233;1
2;222222;1.9140437778219634;2.533626414131372;10.272812926187003;-2.2016615290158557;1
2;232232;1.917768537328108;2.5327798778799755;10.102719326726461;-2.225592803596479;1
2;242242;1.9214932968342522;2.5319333416285787;9.932625727265924;-2.2495240781771013;1
2;252252;1.9252180563403967;2.5310868053771824;9.762532127805388;-2.273455352757724;1
2;262262;1.9289428158465411;2.5302402691257857;9.59243852834485;-2.2973866273383465;1
2;272272;1.932117073714036;2.5292943087619877;9.448620538209319;-2.3080811718156617;1
2;282282;1.9350731628208073;2.5283089457263976;9.315215808854933;-2.31352988085866;1
2;292292;1.9380292519275784;2.527323582690807;9.181811079500548;-2.3189785899016586;1
2;302302;1.9409853410343494;2.5263382196552167;9.048406350146163;-2.3244272989446566;1
2;312312;1.9439414301411206;2.5253528566196266;8.915001620791777;-2.329876007987655;1
2;322322;1.9468975192478917;2.524367493584036;8.781596891437392;-2.3353247170306535;1
2;332332;1.9498536083546627;2.5233821305484456;8.648192162083006;-2.3407734260736515;1
2;342342;1.952809697461434;2.5223967675128556;8.514787432728621;-2.34622213511665;1
2;352352;1.955765786568205;2.521411404477265;8.381382703374236;-2.3516708441596483;1
2;362362;1.9587218756749762;2.5204260414416746;8.24797797401985;-2.3571195532026463;1
2;372372;1.9616779647817473;2.5194406784060845;8.114573244665465;-2.3625682622456448;1
2;382382;1.9646340538885183;2.518455315370494;7.9811685153110785;-2.368016971288643;1
2;392392;1.9671681613974512;2.517370990016757;7.870665995569179;-2.3518752281106217;1
2;402402;1.9693397831900732;2.5162016552053452;7.779836665129866;-2.3171871061831464;1
2;412412;1.9715114049826952;2.5150323203939333;7.689007334690553;-2.2824989842556707;1
2;422422;1.9736830267753172;2.513862985582522;7.598178004251239;-2.247810862328195;1
2;432432;1.9758546485679391;2.51269365077111;7.507348673811926;-2.2131227404007197;1
2;442442;1.9780262703605613;2.511524315959698;7.416519343372612;-2.178434618473244;1
2;452452;1.9801978921531833;2.510354981148286;7.325690012933297;-2.1437464965457673;1
2;462462;1.9823695139458053;2.5091856463368742;7.234860682493983;-2.109058374618292;1
2;472472;1.9845411357384273;2.5080163115254623;7.14403135205467;-2.0743702526908163;1
2;482482;1.9867127575310495;2.5068469767140504;7.053202021615356;-2.0396821307633406;1
2;492492;1.9888843793236715;2.5056776419026385;6.962372691176043;-2.0049940088358653;1
2;502502;1.9910560011162934;2.5045083070912266;6.871543360736729;-1.9703058869083896;1
2;512512;1.9932249047047736;2.5031519890505414;6.80039680192751;-1.9601395394915082;1
2;522522;1.9953917180897744;2.50165188747631;6.7443856029361315;-1.9688295750863742;1
2;532532;1.9975585314747755;2.5001517859020783;6.688374403944753;-1.9775196106812403;1
2;542542;1.9997253448597763;2.498651684327847;6.632363204953375;-1.9862096462761063;1
2;552552;2.001892158244777;2.4971515827536157;6.576352005961996;-1.9948996818709726;1
2;562562;2.004058971629778;2.4956514811793844;6.5203408069706175;-2.0035897174658386;1
2;572572;2.006225785014779;2.494151379605153;6.464329607979239;-2.0122797530607044;1
2;582582;2.00839259839978;2.4926512780309213;6.408318408987861;-2.0209697886555706;1
2;592592;2.0105594117847807;2.49115117645669;6.352307209996482;-2.029659824250437;1
2;602602;2.0127262251697817;2.4896510748824587;6.2962960110051025;-2.038349859845303;1
2;612612;2.0148930385547827;2.4881509733082274;6.240284812013724;-2.047039895440169;1
2;622622;2.0170598519397833;2.486650871733996;6.184273613022345;-2.055729931035035;1
2;632632;2.019316034529381;2.4849659728697717;6.142376160981655;-2.0522326344748385;1
2;642642;2.021640711990927;2.483139440578557;6.111295849973639;-2.0393946510514054;1
2;652652;2.0239653894524734;2.481312908287342;6.080215538965622;-2.0265566676279723;1
2;662662;2.0262900669140196;2.479486375996127;6.049135227957605;-2.013718684204539;1
2;672672;2.0286147443755658;2.4776598437049127;6.0180549169495885;-2.000880700781106;1
2;682682;2.030939421837112;2.4758333114136977;5.986974605941572;-1.9880427173576731;1
2;692692;2.033264099298658;2.474006779122483;5.955894294933555;-1.97520473393424;1
2;702702;2.035588776760204;2.472180246831268;5.924813983925539;-1.962366750510807;1
2;712712;2.03791345422175;2.470353714540053;5.893733672917522;-1.949528767087374;1
2;722722;2.0402381316832963;2.4685271822488386;5.862653361909505;-1.9366907836639409;1
2;732732;2.0425628091448425;2.4667006499576236;5.831573050901488;-1.9238528002405078;1
2;742742;2.0448874866063886;2.4648741176664086;5.800492739893471;-1.9110148168170749;1
2;752752;2.0472923429056027;2.4630522818692246;5.778042449716115;-1.8850448001276774;1
2;762762;2.049770786628458;2.461234756472464;5.7635127158522375;-1.8470223201783982;1
2;772772;2.0522492303513133;2.459417231075703;5.748982981988361;-1.808999840229119;1
2;782782;2.0547276740741687;2.4575997056789425;5.734453248124484;-1.7709773602798398;1
2;792792;2.057206117797024;2.455782180282182;5.719923514260606;-1.7329548803305606;1
2;802802;2.0596845615198798;2.4539646548854215;5.705393780396729;-1.6949324003812813;1
2;812812;2.062163005242735;2.4521471294886608;5.690864046532852;-1.656909920432002;1
2;822822;2.0646414489655904;2.4503296040919;5.676334312668975;-1.6188874404827227;1
2;832832;2.0671198926884458;2.4485120786951398;5.661804578805098;-1.5808649605334435;1
2;842842;2.069598336411301;2.446694553298379;5.6472748449412205;-1.5428424805841643;1
2;852852;2.0720767801341564;2.4448770279016183;5.632745111077344;-1.504820000634885;1
2;862862;2.0745552238570117;2.4430595025048576;5.618215377213466;-1.4667975206856059;1
2;872872;2.076963423871401;2.4411742081102275;5.612669066061631;-1.4098677878349022;1
2;882882;2.0792734429655764;2.4391941917437916;5.619679049669862;-1.3265110406775968;1
2;892892;2.0815834620597515;2.4372141753773557;5.626689033278091;-1.2431542935202913;1
2;902902;2.0838934811539267;2.43523415901092;5.633699016886322;-1.1597975463629857;1
2;912912;2.086203500248102;2.433254142644484;5.640709000494551;-1.0764407992056804;1
2;922922;2.088513519342277;2.4312741262780486;5.647718984102782;-0.9930840520483749;1
2;932932;2.0908235384364517;2.4292941099116128;5.654728967711012;-0.9097273048910695;1
2;942942;2.093133557530627;2.427314093545177;5.661738951319242;-0.826370557733764;1
2;952952;2.095443576624802;2.425334077178741;5.668748934927472;-0.7430138105764585;1
2;962962;2.0977535957189772;2.423354060812305;5.675758918535703;-0.6596570634191531;1
2;972972;2.1000636148131524;2.4213740444458693;5.682768902143932;-0.5763003162618476;1
2;982982;2.1023736339073276;2.4193940280794335;5.689778885752163;-0.4929435691045377;1
2;992992;2.104805316420717;2.4173367982417626;5.699416134868417;-0.4268285102184592;1
3;3003;2.107526428307331;2.415095882570433;5.715303478007962;-0.4017303080171486;1
3;13013;2.1102475401939453;2.412854966899104;5.731190821147507;-0.376632105815838;1
3;23023;2.1129686520805597;2.4106140512277747;5.747078164287052;-0.3515339036145274;1
3;33033;2.1156897639671737;2.4083731355564453;5.762965507426597;-0.3264357014132168;1
3;43043;2.118410875853788;2.406132219885116;5.778852850566142;-0.3013374992119062;1
3;53053;2.1211319877404025;2.4038913042137864;5.794740193705687;-0.27623929701059563;1
3;63063;2.1238530996270164;2.401650388542457;5.810627536845232;-0.25114109480928504;1
3;73073;2.126574211513631;2.399409472871128;5.826514879984777;-0.22604289260797442;1
3;83083;2.1292953234002447;2.3971685571997985;5.842402223124322;-0.20094469040666382;1
3;93093;2.132016435286859;2.394927641528469;5.858289566263867;-0.17584648820535323;1
3;103103;2.1347375471734735;2.3926867258571396;5.8741769094034115;-0.15074828600404264;1
3;113113;2.1374586590600875;2.39044581018581;5.890064252542957;-0.12565008380273204;1
3;123123;2.1400035121442884;2.3883971902845693;5.910697311943305;-0.1001031462776658;1
3;133133;2.142504591773342;2.3863963265813264;5.932508958710857;-0.07444476640022694;1
3;143143;2.1450056714023957;2.3843954628780835;5.954320605478408;-0.048786386522788106;1
3;153153;2.14750675103145;2.3823945991748405;5.97613225224596;-0.02312800664534926;1
3;163163;2.1500078306605035;2.3803937354715976;5.997943899013511;0.0025303732320895865;1
3;173173;2.152508910289557;2.3783928717683542;6.019755545781063;0.028188753109528432;1
3;183183;2.155009989918611;2.3763920080651113;6.041567192548614;0.05384713298696728;1
3;193193;2.1575110695476645;2.3743911443618684;6.063378839316166;0.07950551286440612;1
3;203203;2.1600121491767186;2.3723902806586254;6.085190486083717;0.10516389274184497;1
3;213213;2.1625132288057722;2.3703894169553825;6.107002132851269;0.1308222726192838;1
3;223223;2.165014308434826;2.3683885532521396;6.12881377961882;0.15648065249672266;1
3;233233;2.1675153880638796;2.3663876895488967;6.150625426386372;0.18213903237416149;1
3;243243;2.1705262903061415;2.3642714855800087;6.174536062747982;0.16968464176275877;1
3;253253;2.1736597167646505;2.36212756221366;6.198951143299121;0.1480707175956025;1
3;263263;2.1767931432231595;2.359983638847312;6.22336622385026;0.12645679342844626;1
3;273273;2.179926569681669;2.3578397154809636;6.247781304401399;0.10484286926129001;1
3;283283;2.183059996140178;2.355695792114615;6.2721963849525375;0.08322894509413375;1
3;293293;2.186193422598687;2.3535518687482666;6.296611465503677;0.0616150209269775;1
3;303303;2.189326849057196;2.3514079453819186;6.321026546054815;0.04000109675982125;1
3;313313;2.1924602755157054;2.34926402201557;6.345441626605955;0.018387172592665;1
3;323323;2.1955937019742144;2.3471200986492216;6.369856707157093;-0.003226751574491252;1
3;333333;2.1987271284327234;2.344976175282873;6.394271787708233;-0.024840675741647503;1
3;343343;2.201860554891233;2.342832251916525;6.418686868259371;-0.046454599908803754;1
3;353353;2.204993981349742;2.3406883285501765;6.443101948810511;-0.06806852407596001;1
3;363363;2.2080965767229226;2.338455153993636;6.478197000211914;-0.0509141014977546;1
